,Location,Experience Level,Industry,Domain,AI_Impact_Category
353,"Hyderabad, Telangana, India",Associate,Software Development,Cloud Architect,Low AI Impact
354,"Hyderabad, Telangana, India",Associate,Software Development,Cloud Architect,Low AI Impact
356,"Bengaluru, Karnataka, India",Associate,Business Consulting and Services,Cloud Architect,Low AI Impact
357,"Hyderabad, Telangana, India",Associate,Software Development,Cloud Architect,Low AI Impact
359,"Bengaluru, Karnataka, India",Associate,Business Consulting and Services,Cloud Architect,Low AI Impact
362,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Cloud Architect,Automation Affected
363,"Bengaluru, Karnataka, India",Associate,Retail ,Cloud Architect,Low AI Impact
366,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
367,"Hyderabad, Telangana, India",Associate,Software Development,Cloud Architect,Low AI Impact
368,"Hyderabad, Telangana, India",Associate,Software Development,Cloud Architect,Low AI Impact
370,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
371,"Bengaluru, Karnataka, India",Associate,Business Consulting and Services,Cloud Architect,Low AI Impact
372,"Bengaluru, Karnataka, India",Associate,Software Development,Cloud Architect,Automation Affected
373,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
374,"Bengaluru, Karnataka, India",Associate,Banking,Cloud Architect,Automation Affected
375,"Bengaluru, Karnataka, India",Associate,Software Development,Cloud Architect,Automation Affected
376,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
377,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
378,"Hyderabad, Telangana, India",Associate,Software Development,Cloud Architect,Low AI Impact
379,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
380,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
381,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,Low AI Impact
383,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
384,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,Automation Affected
385,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
387,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Automation Affected
390,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
391,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
392,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,AI Adoption Affected
393,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
394,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
395,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,AI Adoption Affected
396,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
398,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,AI Adoption Affected
399,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
400,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
401,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,AI Adoption Affected
402,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
403,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,Low AI Impact
404,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,Automation Affected
405,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,Low AI Impact
406,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
407,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Automation Affected
408,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Automation Affected
410,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
411,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,Low AI Impact
412,"Pune, Maharashtra, India",Associate,Software Development,Cloud Architect,Low AI Impact
413,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
414,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
415,"Chennai, Tamil Nadu, India",Associate,Software Development,Cloud Architect,Low AI Impact
416,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
418,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Automation Affected
423,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
424,"Pune, Maharashtra, India",Associate,Banking,Cloud Architect,Automation Affected
425,"Pune, Maharashtra, India",Associate,Banking,Cloud Architect,Automation Affected
426,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
427,"Pune, Maharashtra, India",Associate,Banking,Cloud Architect,Low AI Impact
428,"Pune, Maharashtra, India",Associate,Banking,Cloud Architect,Automation Affected
429,"Pune, Maharashtra, India",Associate,Banking,Cloud Architect,AI Adoption Affected
430,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
431,"Pune, Maharashtra, India",Associate,Banking,Cloud Architect,AI Adoption Affected
432,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Cloud Architect,Automation Affected
434,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
435,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Automation Affected
436,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
439,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
440,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Cloud Architect,Low AI Impact
441,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
442,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
443,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
444,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
445,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,Cloud Architect,Low AI Impact
446,"Bengaluru, Karnataka, India",Mid-Senior level,Pharmaceutical Manufacturing,Cloud Architect,Automation Affected
448,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
449,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Automation Affected
450,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
451,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
452,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
453,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
454,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,Cloud Architect,Low AI Impact
455,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
456,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
457,"Bengaluru, Karnataka, India",Mid-Senior level,Business Consulting and Services,Cloud Architect,Low AI Impact
458,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
459,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
460,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
461,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
462,"Bengaluru, Karnataka, India",Mid-Senior level,"Technology, Information and Internet",Cloud Architect,Automation Affected
463,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
464,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
465,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
466,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
467,"Bengaluru, Karnataka, India",Mid-Senior level,Pharmaceutical Manufacturing,Cloud Architect,Low AI Impact
468,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
470,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
471,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
472,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Automation Affected
473,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
474,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
475,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Automation Affected
476,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
477,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
478,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
479,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
480,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
482,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
483,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
484,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
485,"Bengaluru, Karnataka, India",Mid-Senior level,Software Development,Cloud Architect,AI Adoption Affected
486,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
487,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
488,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
490,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
491,"Bengaluru, Karnataka, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
492,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
493,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
494,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
495,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
496,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
497,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
498,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
499,"Hyderabad, Telangana, India",Mid-Senior level,"Technology, Information and Internet",Cloud Architect,Automation Affected
500,"Hyderabad, Telangana, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
501,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
503,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
504,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
506,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
507,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
509,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
510,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
511,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
512,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
513,"Hyderabad, Telangana, India",Mid-Senior level,Software Development,Cloud Architect,Automation Affected
515,"Hyderabad, Telangana, India",Mid-Senior level,"Technology, Information and Internet",Cloud Architect,Low AI Impact
517,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
518,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
521,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
522,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
523,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
524,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
525,"Hyderabad, Telangana, India",Mid-Senior level,Banking,Cloud Architect,AI Adoption Affected
526,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Low AI Impact
527,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
528,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
531,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
532,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
533,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
534,"Hyderabad, Telangana, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
535,"Hyderabad, Telangana, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
536,"Hyderabad, Telangana, India",Mid-Senior level,Software Development,Cloud Architect,Automation Affected
537,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,AI Adoption Affected
538,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
539,"Hyderabad, Telangana, India",Mid-Senior level,IT Services and IT Consulting,Cloud Architect,Automation Affected
541,"Hyderabad, Telangana, India",Mid-Senior level,Software Development,Cloud Architect,Low AI Impact
